詞目id,詞目類型,漢字,羅馬字,分類,羅馬字音檔檔名
,主詞目,𨑨迌物,tshit-thô-mi̍h/tshit-thô-mn̍gh,"生活用品,休閒、娛樂",13525(1)
,主詞目,𨑨迌物仔,tshit-thô-mih-á,休閒、娛樂,13526(1)
,主詞目,𨑨迌查某,tshit-thô-tsa-bóo,服務業及其他,13527(1)
,主詞目,𥍉【替】,liap,感官動作,13528(1)
,主詞目,𥍉【替】,nih,感官動作,13529(1)
,主詞目,𥍉𥍉看,nih-nih-khuànn,"反應、表情,心理狀態",13530(1)
,主詞目,𥍉目,nih-ba̍k,反應、表情,13531(1)
,主詞目,𤉙【替】,kûn,飲食行為,13532(1)
,主詞目,㨑【替】,tsang,,13533(1)
,主詞目,𣛮,siānn,數詞、量詞,13534(1)
,主詞目,𣛮籃,siānn-nâ,生活用品,13535(1)
,主詞目,𤶃【替】,thiāu,傷疾病痛,13536(1)
,主詞目,𤶃仔,thiāu-á,傷疾病痛,13537(1)
,主詞目,𧮙【替】,tshoh,,13538(1)
,主詞目,𪐞,tòo,傷疾病痛,13539(1)
,主詞目,𪐞紙,tòo-tsuá,生活用品,13540(1)
,主詞目,𤲍,kheh/khueh,,13541(1)
,主詞目,𤲍燒,kheh-sio/khueh-sio,,13542(1)
,主詞目,𦊓,lîng,漁牧業,13543(1)
,主詞目,㴘【替】,bāu,飲食行為,13544(1)
,主詞目,㴘麵,bāu mī,飲食行為,13545(1)
,主詞目,䖳,thē,"魚蝦海獸,食物、飲料、煙酒",13546(1)
,主詞目,𩸙,tāi,"魚蝦海獸,食物、飲料、煙酒",13547(1)
,主詞目,𩸙仔,tāi-á,"魚蝦海獸,食物、飲料、煙酒",13548(1)
,主詞目,㧒【替】,hiat,,13549(1)
,主詞目,䠡【替】,tshê,肢體動作,13550(1)
,主詞目,𩚨【替】,khiū,性質、程度,13551(1)
,主詞目,𩚨嗲嗲,khiū-teh-teh,性質、程度,13552(1)
,主詞目,㧌【替】,mau,,13553(1)
,主詞目,𣁳,khat,"生活用品,飲食物具",13554(1)
,主詞目,𣁳仔,khat-á,生活用品,13555(1)
,主詞目,㨻,tsānn,肢體動作,13556(1)
,主詞目,㨻魚,tsānn hî/tsānn hû,漁牧業,13557(1)
,主詞目,𧿳𧿳跳,phu̍t-phu̍t-thiàu,,13558(1)
,主詞目,𧌄蜅蠐,am-poo-tsê,昆蟲類,13559(1)
,主詞目,必【替】,pit,傷疾病痛,13560(1)
,主詞目,必叉,pit-tshe,,13561(1)
,主詞目,必痕,pit-hûn,形貌、體積,13562(1)
,主詞目,必開,pit--khui,一般動詞-活動動詞,13563(1)
,主詞目,䢢拄䢢,tshiāng-tú-tshiāng,副詞,13564(1)
,主詞目,㴙㴙落,tsha̍p-tsha̍p-lo̍h,自然現象,13565(1)
,主詞目,㴙㴙滴,tsha̍p-tsha̍p-tih,境況、狀態-擬物,13566(1)
,主詞目,𪜶【替】,in,代名詞,13567(1)
,主詞目,𠕇【替】,tīng,,13568(1)
,主詞目,𠕇硞硞,tīng-khok-khok,性質、程度,13569(1)
,主詞目,𠕇篤,tīng-tauh,"體態樣貌,性質、程度",13570(1)
,主詞目,𤺪【替】,siān,"傷疾病痛,心理狀態",13571(1)
,主詞目,𧿬【替】,thún,,13572(1)
,主詞目,𧿬踏,thún-ta̍h,肢體動作,13573(1)
,主詞目,𢪱【替】,bu̍t,,13574(1)
,主詞目,𣻸【替】,siûnn,,13575(1)
,主詞目,㽎【替】,sìm,,13576(1)
,主詞目,𦜆【替】,ham,生理構造,13577(1)
,主詞目,寢【替】,tshím,副詞,13578(1)
,主詞目,𨂾【替】,làm,,13579(1)
,主詞目,𫝏,gàn,,13580(1)
,主詞目,𫝏水,gàn-tsuí,科技、工業,13581(1)
,主詞目,𫝏鋼,gàn-kǹg,科技、工業,13582(1)
,主詞目,𫝺【替】,hiù,,13583(1)
,主詞目,𫞼【替】,tshāi,,13584(1)
,主詞目,𫝻【替】,huê,,13585(1)
,主詞目,𫟂【替】,hân,,13586(1)
,主詞目,霧水,bū-tsuí,反應、表情,13587(1)
,主詞目,𫝛,siāng,性質、程度,13588(1)
,主詞目,𫝛人,siāng-lâng,,13589(1)
,主詞目,𫝛勻,siāng-ûn,稱謂輩分,13590(1)
,主詞目,𫝛年,siāng-nî,時間節令,13591(1)
,主詞目,𫝛時,siāng-sî,時間節令,13592(1)
,主詞目,𫝛途,siāng-tôo,相關用語,13593(1)
,主詞目,𫝛款,siāng-khuán,性質、程度,13594(1)
,主詞目,𬦰【替】,peh,肢體動作,13595(1)
,主詞目,𬦰山,peh-suann,"體育、運動,休閒、娛樂",13596(1)
,主詞目,𬦰樓梯,peh lâu-thui,肢體動作,13597(1)
,主詞目,𬦰懸𬦰低,peh-kuân-peh-kē,肢體動作,13598(1)
,主詞目,黃梔仔花,n̂g-ki-á-hue,,13599(1)
,主詞目,塌【替】,lap,,13600(1)
,主詞目,娘囝,niû-kiánn,,13601(1)
,主詞目,揜貼,iap-thiap,,13602(1)
,主詞目,腥,tshènn/tshìnn,,13603(1)
,主詞目,撇步,phiat-pōo,,13604(1)
,主詞目,跤【替】,kha,,13605(1)
,主詞目,嫣,ian,,13606(1)
,主詞目,中央,tiong-ng,,13607(1)
,主詞目,託,thok,"肢體動作,衣帽鞋襪,一般動詞-行為動詞",13608(1)
,主詞目,奶【替】,ne,,13609(1)
,主詞目,物仔,mih-á,,13610(1)
,主詞目,袂翻捙,bē-huan-tshia/buē-huan-tshia,,13611(1)
,主詞目,坦笑,thán-tshiò,,13612(1)
,主詞目,水沖,tsuí-tshiâng,,13613(1)
,主詞目,肥朒朒,puî-tsut-tsut,體態樣貌,13614(1)
,主詞目,一口灶,tsi̍t kháu tsàu,,13615(1)
,主詞目,一大拖,tsi̍t-tuā-thua,,13616(1)
,主詞目,大伯仔,tuā-peh-á,,13617(1)
,主詞目,大端,tāi-tuan,,13618(1)
,主詞目,小食,sió-tsia̍h,,13619(1)
,主詞目,山空,suann-khang,,13620(1)
,主詞目,山球,suann-kiû,,13621(1)
,主詞目,山腹,suann-pak,,13622(1)
,主詞目,五四三,gōo-sì-sann,語言、文字、符號,13623(1)
,主詞目,內山斗底,lāi-suann-táu-té/lāi-suann-táu-tué,,13624(1)
,主詞目,內籬仔,lāi-lî-á,,13625(1)
,主詞目,公道人,kong-tō-lâng,,13626(1)
,主詞目,勼跤勼手,kiu-kha-kiu-tshiú,,13627(1)
,主詞目,反起反倒,huán-khí-huán-tó,,13628(1)
,主詞目,心內話,sim-lāi-uē,,13629(1)
,主詞目,手形,tshiú-hîng,,13630(1)
,主詞目,手捗,tshiú-pôo,,13631(1)
,主詞目,手梳攑懸,tshiú-se-gia̍h-kuân,,13632(1)
,主詞目,月內人,gue̍h-lāi-lâng/ge̍h-lāi-lâng,,13633(1)
,主詞目,毋是款,m̄-sī-khuán,體態樣貌,13634(1)
,主詞目,水崩山,tsuí-pang-suann,,13635(1)
,主詞目,水跤,tsuí-kha,,13636(1)
,主詞目,火引,hué-ín/hé-ín,,13637(1)
,主詞目,王見王,ông-kiàn-ông,,13638(1)
,主詞目,冬筍,tang-sún,"蔬果作物,食物、飲料、煙酒",13639(1)
,主詞目,枷車藤,kha-tshia-tîn,,13640(1)
,主詞目,半中央,puànn-tiong-ng,,13641(1)
,主詞目,半晝,puànn-tàu,,13642(1)
,主詞目,外才,guā-tsâi,,13643(1)
,主詞目,布棚,pòo-pênn/pòo-pînn,,13644(1)
,主詞目,平階,pênn-kai/pînn-kai,,13645(1)
,主詞目,必巡,pit-sûn,,13646(1)
,主詞目,本居地,pún-ki-tē/pún-ku-tuē,地位、身世、背景,13647(1)
,主詞目,白墨,pe̍h-ba̍k,,13648(1)
,主詞目,交仗,kau-tiōng,一般動詞-行為動詞,13649(1)
,主詞目,伨頭,thīn-thâu,,13650(1)
,主詞目,先的,sian--ê,,13651(1)
,主詞目,好得,hó-tit,,13652(1)
,主詞目,字姓,jī-sènn/lī-sìnn,,13653(1)
,主詞目,竹管仔飯,tik-kóng-á-pn̄g,,13654(1)
,主詞目,考試單,khó-tshì-tuann,,13655(1)
,主詞目,自本,tsū-pún,,13656(1)
,主詞目,卵殼,nn̄g-khak,,13657(1)
,主詞目,含血霧天,kâm-hueh-bū-thinn/kâm-huih-bū-thinn,待人處事,13658(1)
,主詞目,扳仔,pán-á,,13659(1)
,主詞目,抑無,iah-bô/ah-bô,,13660(1)
,主詞目,汫水,tsiánn-tsuí,,13661(1)
,主詞目,沙耙,sua-pê,,13662(1)
,主詞目,牢鼎,tiâu-tiánn,,13663(1)
,主詞目,芒種雨,bông-tsíng-hōo,,13664(1)
,主詞目,事事項項,sū-sū-hāng-hāng,事、物泛稱,13665(1)
,主詞目,佮股,kap-kóo,,13666(1)
,主詞目,奉待,hōng-thāi,,13667(1)
,主詞目,孤查某囝,koo-tsa-bóo-kiánn,,13668(1)
,主詞目,定親,tīng-tshin,,13669(1)
,主詞目,抾丁錢,khioh-ting-tsînn,相關器具、活動,13670(1)
,主詞目,拊仔,hú-á,,13671(1)
,主詞目,拍火車,phah-hué-tshia/phah-hé-tshia,,13672(1)
,主詞目,明品,bîng-phín,,13673(1)
,主詞目,肥底,puî-té/puî-tué,,13674(1)
,主詞目,芥辣,kài-lua̍h,,13675(1)
,主詞目,門栱,mn̂g-kông,,13676(1)
,主詞目,門擋仔,mn̂g-tòng-á,,13677(1)
,主詞目,雨撇仔,hōo-phiat-á,,13678(1)
,主詞目,前世人,tsîng-sì-lâng,,13679(1)
,主詞目,厚操煩,kāu-tshau-huân,,13680(1)
,主詞目,巷仔口,hāng-á-kháu,道路、橋梁,13681(1)
,主詞目,後過,āu-kuè/āu-kè,時間節令,13682(1)
,主詞目,怨天怨地,uàn-thinn-uàn-tē/uàn-thinn-uàn-tuē,,13683(1)
,主詞目,拜六,pài-la̍k,,13684(1)
,主詞目,拜請,pài-tshiánn,,13685(1)
,主詞目,按呢生,án-ne-senn/án-ní-sinn,,13686(1)
,主詞目,挕捒,hìnn-sak,,13687(1)
,主詞目,活魚栽,hua̍t-hî-tsai/hua̍t-hû-tsai,,13688(1)
,主詞目,活賣,ua̍h-bē,,13689(1)
,主詞目,相𤆬,sio-tshuā,,13690(1)
,主詞目,相罵本,sio-mē-pún,,13691(1)
,主詞目,胃慒慒,uī tso-tso,,13692(1)
,主詞目,重本,tāng-pún,,13693(1)
,主詞目,食好料,tsia̍h hó-liāu,,13694(1)
,主詞目,個外月,kò-guā-gue̍h/kò-guā-ge̍h,,13695(1)
,主詞目,倒退攄,tò-thè-lu,,13696(1)
,主詞目,厝邊兜,tshù-pinn-tau,,13697(1)
,主詞目,厝邊隔壁,tshù-pinn-keh-piah,,13698(1)
,主詞目,原性,guân-sìng,,13699(1)
,主詞目,捀場,phâng-tiûnn,,13700(1)
,主詞目,捎無摠,sa-bô-tsáng,,13701(1)
,主詞目,海坪,hái-phiânn,,13702(1)
,主詞目,烏點,oo-tiám,,13703(1)
,主詞目,疼心,thiànn-sim,,13704(1)
,主詞目,疼命命,thiànn-miā-miā,,13705(1)
,主詞目,納數,la̍p-siàu,"財務單位、活動,一般動詞-行為動詞",13706(1)
,主詞目,紙敬,tsuá-kìng,,13707(1)
,主詞目,臭香,tshàu-hiunn,,13708(1)
,主詞目,草仔粿,tsháu-á-kué/tsháu-á-ké,,13709(1)
,主詞目,袂赴市,bē-hù-tshī/buē-hù-tshī,,13710(1)
,主詞目,袂得,bē-tit/buē-tit,副詞,13711(1)
,主詞目,起帆,khí-phâng,,13712(1)
,主詞目,起磅,khí-pōng,,13713(1)
,主詞目,起戇,khí-gōng,,13714(1)
,主詞目,高長,kau-tshiâng,,13715(1)
,主詞目,鬥榫,tàu-sún,,13716(1)
,主詞目,唸謠,liām-iâu,,13717(1)
,主詞目,啉酒醉,lim-tsiú-tsuì,,13718(1)
,主詞目,帶身人,tài-sin-lâng,,13719(1)
,主詞目,徛台,khiā-tâi,,13720(1)
,主詞目,捽繩,sut-tsîn,,13721(1)
,主詞目,接神,tsih-sîn,,13722(1)
,主詞目,晚冬,mńg-tang,,13723(1)
,主詞目,涼的,liâng--ê,,13724(1)
,主詞目,淋碭,lâm-thn̄g,,13725(1)
,主詞目,淘井,tô-tsénn/tô-tsínn,,13726(1)
,主詞目,深山林內,tshim-suann-nâ-lāi,,13727(1)
,主詞目,淺緣,tshián-iân,,13728(1)
,主詞目,猛掠,mé-lia̍h,,13729(1)
,主詞目,終其尾,tsiong-kî-bué/tsiong-kî-bé,,13730(1)
,主詞目,透抽,thàu-thiu,,13731(1)
,主詞目,通人知,thong-lâng-tsai,,13732(1)
,主詞目,鹿角龜,lo̍k-kak-ku,,13733(1)
,主詞目,喝起喝倒,huah-khí-huah-tó,,13734(1)
,主詞目,媠面,suí-bīn,,13735(1)
,主詞目,尊存,tsun-tshûn,,13736(1)
,主詞目,掣一趒,tshuah tsi̍t tiô,,13737(1)
,主詞目,插濫,tshap-lām,,13738(1)
,主詞目,棧間,tsàn-king,,13739(1)
,主詞目,欹空,khia-khang,,13740(1)
,主詞目,湢,pih,,13741(1)
,主詞目,無天良,bô-thian-liông,,13742(1)
,主詞目,無捨施,bô-siá-sì,,13743(1)
,主詞目,無盤,bô-puânn,"財務單位、活動,性質、程度",13744(1)
,主詞目,猫仔,bâ-á,,13745(1)
,主詞目,琴子,khîm-jí,,13746(1)
,主詞目,番薯稜,han-tsî-lîng,,13747(1)
,主詞目,發財仔車,huat-tsâi-á-tshia,,13748(1)
,主詞目,發輦,huat-lián,,13749(1)
,主詞目,睏一醒,khùn-tsi̍t-tshénn/khùn-tsi̍t-tshínn,,13750(1)
,主詞目,睏中晝,khùn-tiong-tàu,,13751(1)
,主詞目,短站,té-tsām,,13752(1)
,主詞目,短褲節仔,té-khòo-tsat-á,,13753(1)
,主詞目,硩年錢,teh-nî-tsînn,錢財資產,13754(1)
,主詞目,窗仔簾,thang-á-lî,,13755(1)
,主詞目,筊場,kiáu-tiûnn,,13756(1)
,主詞目,筍龜,sún-ku,,13757(1)
,主詞目,菜販仔,tshài-huàn-á,,13758(1)
,主詞目,開仔,khui-á,,13759(1)
,主詞目,開聲,khui-siann,,13760(1)
,主詞目,閒身,îng-sin,,13761(1)
,主詞目,黃酸雨,n̂g-sng-hōo,,13762(1)
,主詞目,剾痧,khau-sua,,13763(1)
,主詞目,塗州,thôo-tsiu,,13764(1)
,主詞目,塗沙粉,thôo-sua-hún,,13765(1)
,主詞目,塗豆麩,thôo-tāu-hu,,13766(1)
,主詞目,塗質,thôo-tsit,,13767(1)
,主詞目,塗糜,thôo-muê/thôo-bê,,13768(1)
,主詞目,搝票,khiú-phiò,,13769(1)
,主詞目,搶市,tshiúnn-tshī,,13770(1)
,主詞目,新正年頭,sin-tsiann-nî-thâu,,13771(1)
,主詞目,會失禮,huē-sit-lé/hē-sit-lé,,13772(1)
,主詞目,會記得,ē-kì--tit,,13773(1)
,主詞目,煙暈,ian-n̄g,,13774(1)
,主詞目,煞尾仔囝,suah-bué-á-kiánn/suah-bé-á-kiánn,,13775(1)
,主詞目,照電光,tsiò-tiān-kong,,13776(1)
,主詞目,禁薰,kìm-hun,,13777(1)
,主詞目,萬事通,bān-sū-thong,,13778(1)
,主詞目,落人,làu-lâng,,13779(1)
,主詞目,落台,lo̍h-tâi,,13780(1)
,主詞目,賊仔車,tsha̍t-á-tshia,,13781(1)
,主詞目,跤尾紙,kha-bué-tsuá/kha-bé-tsuá,,13782(1)
,主詞目,跤後曲,kha-āu-khiau,,13783(1)
,主詞目,跤捗,kha-pôo,,13784(1)
,主詞目,跤麻手痺,kha-bâ-tshiú-pì,,13785(1)
,主詞目,路尾,lōo-bué/lōo-bé,,13786(1)
,主詞目,過路人,kuè-lōo-lâng/kè-lōo-lâng,,13787(1)
,主詞目,過暝,kuè-mê/kè-mî,,13788(1)
,主詞目,電火線,tiān-hué-suànn/tiān-hé-suànn,,13789(1)
,主詞目,電光片,tiān-kong-phìnn,,13790(1)
,主詞目,電眼,tiān-gán,,13791(1)
,主詞目,靴管,hia-kóng,,13792(1)
,主詞目,鼎筅,tiánn-tshíng,,13793(1)
,主詞目,嘔酸水,áu-sng-tsuí,,13794(1)
,主詞目,實䈄,tsa̍t-ham,,13795(1)
,主詞目,實頭,tsa̍t-thâu,才智能力,13796(1)
,主詞目,對相,tuì-siòng,,13797(1)
,主詞目,對頭親,tuì-thâu-tshin,,13798(1)
,主詞目,歌詩,kua-si,,13799(1)
,主詞目,滾耍笑,kún-sńg-tshiò,,13800(1)
,主詞目,滾絞疼,kún-ká-thiànn,,13801(1)
,主詞目,漚肥,au-puî,,13802(1)
,主詞目,漚屎,àu-sái,,13803(1)
,主詞目,漢學仔先,hàn-o̍h-á-sian,,13804(1)
,主詞目,算會和,sǹg-ē-hô,,13805(1)
,主詞目,管仔粿,kóng-á-kué/kóng-á-ké,,13806(1)
,主詞目,粿模,kué-bôo/ké-bôo,,13807(1)
,主詞目,綠豆膨,li̍k-tāu-phòng,,13808(1)
,主詞目,網仔門,bāng-á-mn̂g,,13809(1)
,主詞目,網紗油,bāng-se-iû,,13810(1)
,主詞目,認命,jīn-miā/līn-miā,,13811(1)
,主詞目,踅頭,se̍h-thâu,,13812(1)
,主詞目,銅管仔車,tâng-kóng-á-tshia,,13813(1)
,主詞目,影跡,iánn-tsiah,,13814(1)
,主詞目,撐渡,the-tōo,,13815(1)
,主詞目,樂跎,lo̍k-tô,,13816(1)
,主詞目,樓栱,lâu-kông,,13817(1)
,主詞目,磅針,pōng-tsiam,,13818(1)
,主詞目,箭竹仔筍,tsìnn-tik-á-sún,,13819(1)
,主詞目,蔭瓜仔,ìm-kue-á,,13820(1)
,主詞目,蝦笱,hê-kô,,13821(1)
,主詞目,衛生箸,uē-sing-tī/uē-sing-tū,,13822(1)
,主詞目,調羹仔,thâu-king-á,,13823(1)
,主詞目,豬血粿,ti-hueh-kué/tu-huih-ké,,13824(1)
,主詞目,餒志,lué-tsì,,13825(1)
,主詞目,擔仔,tànn-á,,13826(1)
,主詞目,擔罪,tann-tsuē,,13827(1)
,主詞目,澹水地,tâm-tsuí-tē/tâm-tsuí-tuē,,13828(1)
,主詞目,糖粿,thn̂g-kué/thn̂g-ké,,13829(1)
,主詞目,貓貓相,niau-niau-siòng,,13830(1)
,主詞目,頭轉客,thâu-tńg-kheh,,13831(1)
,主詞目,麭,pháng,,13832(1)
,主詞目,䆀空,bái-khang,,13833(1)
,主詞目,嚇嚇叫,heh-heh-kiò,,13834(1)
,主詞目,戲台,hì-tâi,,13835(1)
,主詞目,糞埽市仔,pùn-sò-tshī-á,,13836(1)
,主詞目,總講一句,tsóng-kóng--tsi̍t-kù,,13837(1)
,主詞目,總攬,tsóng-lám,,13838(1)
,主詞目,趨冰,tshu-ping,,13839(1)
,主詞目,繞境,jiàu-kíng/liàu-kíng,,13840(1)
,主詞目,舊漚舊臭,kū-àu-kū-tshàu,,13841(1)
,主詞目,雜菜麵,tsa̍p-tshài-mī,,13842(1)
,主詞目,離跤手,lī-kha-tshiú,,13843(1)
,主詞目,懶性,nuā-sìng,,13844(1)
,主詞目,曠闊,khòng-khuah,,13845(1)
,主詞目,羹飯,kenn-pn̄g/kinn-pn̄g,,13846(1)
,主詞目,藥水布,io̍h-tsuí-pòo,,13847(1)
,主詞目,顛倒反,tian-tò-píng,,13848(1)
,主詞目,觸纏,tak-tînn,,13849(1)
,主詞目,鰇魚鬚,jiû-hî-tshiu/liû-hû-tshiu,,13850(1)
,主詞目,鹹水,kiâm-tsuí,,13851(1)
,主詞目,鹹水魚,kiâm-tsuí-hî/kiâm-tsuí-hû,,13852(1)
,主詞目,鹹光餅,kiâm-kong-piánn,,13853(1)
,主詞目,鹹梅,kiâm-muê/kiâm-m̂,,13854(1)
,主詞目,鹹膎,kiâm-kê/kiâm-kuê,,13855(1)
,主詞目,攑頭香,gia̍h-thâu-hiunn,,13856(1)
,主詞目,譴損,khiàn-sńg,,13857(1)
,主詞目,聽筒,thiann-tâng,,13858(1)
,主詞目,罐頭開仔,kuàn-thâu-khui-á,,13859(1)
,主詞目,戇工,gōng-kang,,13860(1)
,主詞目,鬱拗,ut-áu,,13861(1)
,主詞目,鬱熱,ut-jua̍h/ut-lua̍h,,13862(1)
,主詞目,𤺪雨,siān-hōo,,13863(1)
,主詞目,𫝏錢,gàn-tsînn,相關器具、活動,13864(1)
,主詞目,酒甜,tsiú-tinn,,13865(1)
,主詞目,菜鹹,tshài-kiâm,,13866(1)
,主詞目,羹麵,kenn-mī/kinn-mī,,13867(1)
,主詞目,山崎,suann-kiā,,13868(1)
,主詞目,一疕仔,tsi̍t-phí-á,性質、程度,13869(1)
,主詞目,一必一中,it-pit-it-tiòng,,13870(1)
,主詞目,七月半,Tshit-gue̍h-puànn/Tshit-ge̍h-puànn,,13871(1)
,主詞目,七晏八晏,tshit-uànn-peh-uànn/tshit-uànn-pueh-uànn,,13872(1)
,主詞目,人額,lâng-gia̍h,,13873(1)
,主詞目,人懸漢大,lâng-kuân-hàn-tuā,,13874(1)
,主詞目,入心,ji̍p-sim/li̍p-sim,,13875(1)
,主詞目,刀鋩,to-mê/to-mî,,13876(1)
,主詞目,力草,la̍t-tsháu,,13877(1)
,主詞目,三角六肩,sann-kak-la̍k-king,,13878(1)
,主詞目,上尾,siōng-bué/siōng-bé,,13879(1)
,主詞目,上教,tsiūnn-kà,,13880(1)
,主詞目,上無,siōng-bô,,13881(1)
,主詞目,下晝頓,ē-tàu-tǹg,,13882(1)
,主詞目,久年,kú-nî,,13883(1)
,主詞目,大人大種,tuā-lâng-tuā-tsíng,,13884(1)
,主詞目,大水柴,tuā-tsuí-tshâ,,13885(1)
,主詞目,大出,tuā-tshut,"時間節令,蔬果作物",13886(1)
,主詞目,大出手,tuā-tshut-tshiú,,13887(1)
,主詞目,大目孔,tuā-ba̍k-khóng,,13888(1)
,主詞目,大百,tuā-pah,錢財資產,13889(1)
,主詞目,大灶,tuā-tsàu,,13890(1)
,主詞目,大身大命,tuā-sin-tuā-miā,,13891(1)
,主詞目,大注,tuā-tù,錢財資產,13892(1)
,主詞目,大肥,tuā-puî,,13893(1)
,主詞目,大張的,tuā-tiunn--ê,錢財資產,13894(1)
,主詞目,大細腎,tuā-sè-siān,,13895(1)
,主詞目,大漢囝,tuā-hàn-kiánn,,13896(1)
,主詞目,大翻頭,tuā-huan-thâu,,13897(1)
,主詞目,大嚨喉空,tuā-nâ-âu-khang,,13898(1)
,主詞目,砂馬仔,sua-bé-á,,13899(1)
,主詞目,中中仔,tiong-tiong--á,,13900(1)
,主詞目,中範,tiong-pān,,13901(1)
,主詞目,五子直,gōo-jí-ti̍t/gōo-lí-ti̍t,,13902(1)
,主詞目,仁仁仁,jîn-jîn-jîn/lîn-lîn-lîn,,13903(1)
,主詞目,冇粟,phànn-tshik,,13904(1)
,主詞目,反口供,huán-kháu-king,,13905(1)
,主詞目,反形,huán-hîng,一般動詞-靜態動詞,13906(1)
,主詞目,反種,huán-tsíng,,13907(1)
,主詞目,反變,píng-pìnn,,13908(1)
,主詞目,天公地道,thinn-kong-tē-tō/thinn-kong-tuē-tō,,13909(1)
,主詞目,天公伯仔,Thinn-kong-peh--á,,13910(1)
,主詞目,天平,thian-pîng,,13911(1)
,主詞目,天狗食日,thian-káu-tsia̍h-ji̍t/thian-káu-tsia̍h-li̍t,,13912(1)
,主詞目,少年人,siàu-liân-lâng,,13913(1)
,主詞目,少歲,tsió-huè/tsió-hè,,13914(1)
,主詞目,引𤆬,ín-tshuā,,13915(1)
,主詞目,心狂火熱,sim-kông-hué-jia̍t/sim-kông-hé-lia̍t,,13916(1)
,主詞目,心花開,sim-hue-khui,,13917(1)
,主詞目,心慒慒,sim tso-tso,,13918(1)
,主詞目,手爪賤,tshiú-jiáu-tsiān/tshiú-niáu-tsiān,,13919(1)
,主詞目,手股頭,tshiú-kóo-thâu,,13920(1)
,主詞目,手後曲,tshiú-āu-khiau,,13921(1)
,主詞目,手面趁食,tshiú-bīn-thàn-tsia̍h,,13922(1)
,主詞目,手賤,tshiú-tsiān,,13923(1)
,主詞目,手蹄仔,tshiú-tê-á/tshiú-tuê-á,,13924(1)
,主詞目,手縫櫳,tshiú-phāng lang,,13925(1)
,主詞目,月圍箍,gue̍h uî-khoo/ge̍h uî-khoo,,13926(1)
,主詞目,歹日,pháinn-ji̍t/pháinn-li̍t,,13927(1)
,主詞目,歹吉兆,pháinn-kiat-tiāu,,13928(1)
,主詞目,歹物仔,pháinn-mih-á,,13929(1)
,主詞目,歹看面,pháinn-khuànn-bīn/phái-khuànn-bīn,"反應、表情,體態樣貌,境況、狀態-擬人",13930(1)
,主詞目,歹面,pháinn-bīn,,13931(1)
,主詞目,歹面相看,pháinn-bīn-sio-khuànn,交際應酬,13932(1)
,主詞目,歹紡,pháinn-pháng/phái-pháng,,13933(1)
,主詞目,歹價,pháinn-kè/phái-kè,,13934(1)
,主詞目,毋成囡仔,m̄-tsiânn-gín-á,,13935(1)
,主詞目,水尺,tsuí-tshioh,,13936(1)
,主詞目,水泱,tsuí-iann,,13937(1)
,主詞目,水租,tsuí-tsoo,,13938(1)
,主詞目,水脈,tsuí-me̍h,,13939(1)
,主詞目,水碓,tsuí-tuì,,13940(1)
,主詞目,水窟仔,tsuí-khut-á,,13941(1)
,主詞目,水鉎,tsuí-sian,,13942(1)
,主詞目,水濺仔,tsuí-tsuānn-á,,13943(1)
,主詞目,火母,hué-bó/hé-bú,,13944(1)
,主詞目,火車母,hué-tshia-bó/hé-tshia-bú,,13945(1)
,主詞目,火車頭,hué-tshia-thâu/hé-tshia-thâu,,13946(1)
,主詞目,火金星,hué-kim-tshenn/hé-kim-tshinn,,13947(1)
,主詞目,火烌性,hué-hu-sìng/hé-hu-sìng,,13948(1)
,主詞目,火珠仔,hué-tsu-á/hé-tsu-á,,13949(1)
